Sat Oct 29 22:25:32 2022,Experiment LED arduino 33IoT
time(s),Vinput(V),V0,V1,V2
0.0064809322357177734,0,0.01,0.01,0.0
0.012197256088256836,0,0.02,0.01,0.0
0.019144058227539062,1,0.01,0.01,0.0
0.02535104751586914,2,0.01,0.0,0.0
0.0310671329498291,3,0.0,0.0,0.0
0.03783416748046875,4,0.07,0.01,0.0
0.04388713836669922,5,0.05,0.01,0.0
0.04978799819946289,6,0.07,0.01,0.0
0.05574822425842285,7,0.09,0.01,0.0
0.06150007247924805,8,0.09,0.02,0.0
0.06670498847961426,9,0.12,0.02,0.0
0.07207822799682617,10,0.1,0.03,0.0
0.07739925384521484,11,0.08,0.03,0.0
0.08268213272094727,12,0.08,0.04,0.0
0.0881500244140625,13,0.1,0.04,0.0
0.0936591625213623,13,0.09,0.03,0.0
0.09891510009765625,14,0.07,0.07,0.0
0.10437822341918945,15,0.08,0.05,0.0
0.10969305038452148,16,0.11,0.04,0.0
0.11516213417053223,17,0.13,0.04,0.0
0.12058711051940918,18,0.11,0.05,0.0
0.12598204612731934,19,0.11,0.06,0.0
0.13136529922485352,20,0.17,0.06,0.0
0.13682794570922852,21,0.11,0.06,0.0
0.14218401908874512,22,0.1,0.05,0.0
0.14759016036987305,23,0.1,0.06,0.0
0.15306401252746582,24,0.14,0.08,0.0
0.15859198570251465,25,0.13,0.07,0.0
0.16397809982299805,26,0.1,0.07,0.0
0.16949105262756348,26,0.13,0.07,0.0
0.17474794387817383,27,0.14,0.08,0.0
0.17991018295288086,28,0.14,0.08,0.0
0.18518924713134766,29,0.14,0.08,0.01
0.19067025184631348,30,0.15,0.08,0.0
0.19604110717773438,31,0.15,0.1,0.0
0.20145010948181152,32,0.16,0.1,0.0
0.2068021297454834,33,0.15,0.1,0.0
0.21238398551940918,34,0.17,0.1,0.0
0.21774005889892578,35,0.17,0.1,0.0
0.22310400009155273,36,0.17,0.11,0.0
0.22843599319458008,37,0.17,0.11,0.0
0.23374319076538086,38,0.18,0.12,0.0
0.23907899856567383,39,0.17,0.12,0.01
0.24433422088623047,40,0.15,0.13,0.0
0.2496640682220459,40,0.2,0.12,0.0
0.25503110885620117,41,0.19,0.13,0.0
0.260512113571167,42,0.18,0.12,0.0
0.2658712863922119,43,0.18,0.13,0.0
0.27114295959472656,44,0.18,0.14,0.01
0.2765982151031494,45,0.19,0.15,0.0
0.2820322513580322,46,0.21,0.13,0.0
0.28737616539001465,47,0.18,0.15,0.0
0.29272031784057617,48,0.2,0.14,0.0
0.298051118850708,49,0.21,0.15,0.0
0.3033742904663086,50,0.17,0.15,0.0
0.30869626998901367,51,0.21,0.16,0.0
0.3142521381378174,52,0.21,0.16,0.0
0.3195071220397949,53,0.2,0.16,0.0
0.3249680995941162,53,0.22,0.16,0.0
0.3304321765899658,54,0.21,0.18,0.0
0.33576416969299316,55,0.23,0.17,0.0
0.3410639762878418,56,0.22,0.17,0.0
0.34641313552856445,57,0.22,0.17,0.0
0.3516969680786133,58,0.22,0.17,0.0
0.3569610118865967,59,0.23,0.18,0.0
0.3624839782714844,60,0.23,0.18,0.0
0.36786508560180664,61,0.22,0.18,0.0
0.3732008934020996,62,0.25,0.18,0.0
0.37866711616516113,63,0.23,0.19,0.0
0.38399600982666016,64,0.23,0.2,0.0
0.3894679546356201,65,0.24,0.2,0.03
0.39485716819763184,66,0.25,0.2,0.08
0.4003562927246094,67,0.24,0.2,0.0
0.4056110382080078,67,0.24,0.2,0.0
0.41104793548583984,68,0.25,0.22,0.0
0.4164280891418457,69,0.26,0.22,0.01
0.42183399200439453,70,0.26,0.24,0.0
0.4271969795227051,71,0.22,0.21,0.0
0.43259406089782715,72,0.28,0.21,0.0
0.4380030632019043,73,0.27,0.22,0.0
0.4434661865234375,74,0.25,0.23,0.0
0.4488871097564697,75,0.27,0.24,0.0
0.4543321132659912,76,0.27,0.23,0.0
0.4597160816192627,77,0.28,0.24,0.0
0.4651672840118408,78,0.28,0.24,0.01
0.47065210342407227,79,0.29,0.25,0.0
0.47612595558166504,80,0.28,0.25,0.0
0.481762170791626,80,0.28,0.23,0.0
0.4873809814453125,81,0.28,0.25,0.0
0.4926872253417969,82,0.34,0.26,0.0
0.4983341693878174,83,0.33,0.33,0.0
0.5038611888885498,84,0.29,0.27,0.0
0.5093419551849365,85,0.3,0.27,0.0
0.514916181564331,86,0.32,0.26,0.0
0.5204260349273682,87,0.31,0.27,0.0
0.5259993076324463,88,0.31,0.25,0.0
0.531710147857666,89,0.32,0.27,0.06
0.5373342037200928,90,0.32,0.28,0.0
0.542971134185791,91,0.31,0.29,0.0
0.5483841896057129,92,0.3,0.29,0.01
0.5538840293884277,93,0.33,0.29,0.0
0.5592939853668213,94,0.34,0.31,0.0
0.5647790431976318,94,0.33,0.3,0.0
0.5702142715454102,95,0.34,0.3,0.0
0.5756251811981201,96,0.38,0.3,0.0
0.5810949802398682,97,0.33,0.3,0.0
0.5867452621459961,98,0.35,0.31,0.0
